repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version
ad330/so100_box_pack2,ad330,so100,2,1796,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""SINGLE_TASK""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
ad330/so100_box_pack3,ad330,so100,5,4490,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""SINGLE_TASK""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/koch_test_3,RobotisSW,koch,100,20376,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/koch_test_4,RobotisSW,koch,43,12855,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/koch_test_5,RobotisSW,koch,50,15560,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
cfy789/piper_test,cfy789,piper,2,864,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""piper_test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_taffy7,liyitenga,so100,44,26890,30,"observation.images.gripper,observation.images.top,observation.images.left_top",3,"observation.images.gripper,observation.images.top,observation.images.left_top",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.gripper,observation.images.top,observation.images.left_top,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
cfy789/piper_test1,cfy789,piper,2,644,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""piper""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
lilkm/halfcheetah-medium-replay-v0,lilkm,open-door,101,100899,10,,0,,False,1,"{""0"": ""Open the door using human demonstrations""}",False,False,"observation.state,action,next.reward,next.done,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/dAgger_test,villekuosmanen,arx5,40,21146,20,"observation.images.front,observation.images.wrist",2,"observation.images.front,observation.images.wrist",True,1,"{""0"": ""Pick up the coffee capsules from the table one by one and drop them inside the nearest coffee cup""}",False,False,"action,observation.state,observation.images.front,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
andabi/eval_M4.1,andabi,koch_bimanual,14,5571,15,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",3,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",True,1,"{""0"": ""M4.1""}",False,True,"action,observation.state,observation.images.bird,observation.images.wrist_left,observation.images.wrist_right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/koch_test_positional_bias,RobotisSW,koch,52,16344,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
iantc104/rpl_real_peg_in_hole,iantc104,,50,39782,30,"observation.images.scene,observation.images.wrist",2,"observation.images.scene,observation.images.wrist",True,1,"{""0"": ""grasp peg and insert into hole""}",False,False,"action,observation.state,observation.images.scene,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/eval_koch_test_positional_bias,RobotisSW,koch,30,10616,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
andabi/D6,andabi,koch_bimanual,203,44720,15,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",3,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",True,1,"{""0"": ""D6""}",False,False,"action,observation.state,observation.images.bird,observation.images.wrist_left,observation.images.wrist_right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/eval_koch_test_positional_bias_2,RobotisSW,koch,25,9416,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
FeiYjf/push_gg,FeiYjf,so100,10,509,5,"observation.images.left,observation.images.right",2,"observation.images.left,observation.images.right",True,1,"{""0"": ""push_gg""}",False,False,"action,observation.state,observation.images.left,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
FeiYjf/push_0094,FeiYjf,so100,14,552,5,"observation.images.left,observation.images.right",2,"observation.images.left,observation.images.right",True,1,"{""0"": ""push_0094""}",False,False,"action,observation.state,observation.images.left,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
kelo234/piper_test3,kelo234,piper,2,419,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""piper_test3""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_test9,liyitenga,so100,1,145,30,"observation.images.center,observation.images.left_follower",2,"observation.images.center,observation.images.left_follower",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.center,observation.images.left_follower,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_test10,liyitenga,so100,1,973,30,"observation.images.center,observation.images.left_follower",2,"observation.images.center,observation.images.left_follower",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.center,observation.images.left_follower,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
mnddxiaolongxia/eval_act_so100_test,mnddxiaolongxia,so100,1,11536,30,observation.images.phone,1,observation.images.phone,True,1,"{""0"": ""good""}",False,True,"action,observation.state,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_test11,liyitenga,so100,2,1588,30,"observation.images.center,observation.images.left_follower",2,"observation.images.center,observation.images.left_follower",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.center,observation.images.left_follower,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
cfy789/piper_real_test,cfy789,piper,2,1095,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""piper_real_test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
cfy789/piper_real_test_0121_1,cfy789,piper,2,1413,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""piper_real_test_0121_1""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
swarajgosavi/act_kikobot_block_test,swarajgosavi,so100,20,9376,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
cfy789/piper_real_test_0121_3,cfy789,piper,53,38771,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""piper_real_test_0121_3""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
aractingi/server_data,aractingi,,2,1115,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": """"}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
swarajgosavi/eval_act_kikobot_block_test,swarajgosavi,so100,2,900,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
fljjoin/so100_test4,fljjoin,so100,2,2381,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""teste4""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
embodied-ai/wx250s_put_aubergine_in_pot,embodied-ai,aloha,30,10592,30,"observation.images.left,observation.images.wrist,observation.images.right",3,"observation.images.left,observation.images.wrist,observation.images.right",True,1,"{""0"": ""From start position, pick up a toy aubergine with the wx250s arm and gripper, and drop in toy tin pot. Then return to start position.""}",False,False,"action,observation.state,observation.images.left,observation.images.wrist,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
kelo234/piper_real_test_0121_3,kelo234,piper,47,40259,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""piper_real_test_0121_3""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/koch_test_multiple_objects,RobotisSW,koch,50,23025,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
shin1107/koch_test,shin1107,koch,2,1506,30,"observation.images.top,observation.images.front",2,"observation.images.top,observation.images.front",True,1,"{""0"": ""Test1""}",False,False,"action,observation.state,observation.images.top,observation.images.front,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
vladfatu/so100_office,vladfatu,so100,50,29880,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grab red object and place it in the box""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
